;AUT;CMUNI;CONEIX_ABASCAL;CONEIX_CASADO;CONEIX_IGLESIAS;CONEIX_RIVERA;CONEIX_SANCHEZ;CP;EDAT;EDATCOD;ESTUDIS;HABI;IDEOLOGIA;ID_AUT;ID_CONEIX_ABASCAL;ID_CONEIX_CASADO;ID_CONEIX_IGLESIAS;ID_CONEIX_RIVERA;ID_CONEIX_SANCHEZ;ID_CONTACTO;ID_EDATCOD;ID_ESTUDIS;ID_HABI;ID_IDEOLOGIA;ID_IMP_ELEC;ID_INT_GEN;ID_INT_SIMP_GEN;ID_OCUPACIO;ID_PERTINEN;ID_PREFER_POLITIC;ID_PROB_VOT_GEN;ID_REC_GEN;ID_SEXE;ID_SIMP_GEN;IMP_ELEC;INT_GEN;INT_SIMP_GEN;OCUPACIO;PERTINEN;PREFER_POLITIC;PROB_VOT_GEN;REC_GEN;REGISTRO;SEXE;SIMP_GEN;TIP_TEL;VAL_ABASCAL;VAL_CASADO;VAL_IGLESIAS;VAL_RIVERA;VAL_SANCHEZ
225;Madrid, Comunidad de;28079;Sí;Sí;Sí;Sí;Sí;28053;58;De 45 a 59 años;Obligatorios;Más de 500.000;Izquierda;13;1;1;1;1;1;4390002;3;2;4;1;2;14;14;1;1;14;1;4;1;;Bastante importantes;Vox;Vox;Trabajador;Únicamente español;Santiago Abascal;Votaría seguro;C's;1210;Hombre; ;Móviles aleatorios;7.0;5.0;5.0;4.0;0.0
226;Castilla - la Mancha;99995;Sí;Sí;Sí;Sí;Sí;2006;69;De 60 y más años;Universitarios;De 100.001 a 500.000;No sabe;8;1;1;1;1;1;4392371;4;5;3;98;1;14;14;6;1;14;1;4;1;;Muy importantes;Vox;Vox;Jubilado, pensionista;Únicamente español;Santiago Abascal;Votaría seguro;C's;1211;Hombre; ;Móviles aleatorios;8.0;7.0;1.0;5.0;1.0
227;Galicia;99995;Sí;Sí;Sí;Sí;Sí;32005;62;De 60 y más años;Postobligatorios;De 10.001 a 100.000;No sabe;12;1;1;1;1;1;4369174;4;3;2;98;1;98;97;6;3;2;1;98;2;97.0;Muy importantes;No sabe;Ninguno;Jubilado, pensionista;Tan español como de su comunidad;Pedro Sánchez;Votaría seguro;No sabe / No recuerda;1225;Mujer;Ninguno;Móviles aleatorios;4.0;6.0;5.0;6.0;8.0
228;Castilla - la Mancha;99995;Sí;Sí;Sí;Sí;Sí;13500;46;De 45 a 59 años;Postobligatorios profesionales;De 10.001 a 100.000;Centro derecha;8;1;1;1;1;1;4389355;3;4;2;4;1;1;1;1;2;1;1;1;1;;Muy importantes;PP;PP;Trabajador;Más español que de su comunidad;Pablo Casado;Votaría seguro;PP;1231;Hombre; ;Móviles aleatorios;8.0;9.0;0.0;4.0;0.0
229;Extremadura;99995;Sí;Sí;Sí;Sí;Sí;6700;88;De 60 y más años;Obligatorios;De 10.001 a 100.000;Derecha;11;1;1;1;1;1;4390788;4;2;2;5;2;1;1;6;2;1;1;1;2;;Bastante importantes;PP;PP;Jubilado, pensionista;Más español que de su comunidad;Pablo Casado;Votaría seguro;PP;1257;Mujer; ;Móviles aleatorios;5.0;10.0;2.0;8.0;4.0
230;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;11540;28;De 18 a 29 años;Universitarios;De 10.001 a 100.000;Centro;1;1;1;1;1;1;4393970;1;5;2;3;2;4;4;1;3;4;1;98;2;;Bastante importantes;C's;C's;Trabajador;Tan español como de su comunidad;Albert Rivera;Votaría seguro;No sabe / No recuerda;1262;Mujer; ;Móviles aleatorios;5.0;6.0;2.0;7.0;2.0
231;Madrid, Comunidad de;99995;Sí;Sí;Sí;Sí;Sí;28260;24;De 18 a 29 años;Universitarios;De 10.001 a 100.000;Izquierda;13;1;1;1;1;1;4377463;1;5;2;1;1;5;5;1;98;97;1;5;2;;Muy importantes;Unidos Podemos;Unidos Podemos;Trabajador;No sabe;Ninguno de estos;Votaría seguro;Unidos Podemos;1272;Mujer; ;Móviles aleatorios;0.0;0.0;6.0;0.0;3.0
232;Madrid, Comunidad de;28079;Sí;Sí;Sí;Sí;Sí;28031;54;De 45 a 59 años;Obligatorios;Más de 500.000;Izquierda;13;1;1;1;1;1;4373899;3;2;4;1;1;2;2;7;1;2;1;2;2;;Muy importantes;PSOE;PSOE;Tareas del hogar;Únicamente español;Pedro Sánchez;Votaría seguro;PSOE;1279;Mujer; ;Móviles aleatorios;3.0;6.0;4.0;8.0;10.0
233;Comunitat Valenciana;99995;Sí;Sí;Sí;Sí;Sí;3190;56;De 45 a 59 años;Obligatorios;De 10.001 a 100.000;Derecha;10;1;1;1;1;1;4386882;3;2;2;5;1;14;14;1;1;14;1;1;1;;Muy importantes;Vox;Vox;Trabajador;Únicamente español;Santiago Abascal;Votaría seguro;PP;1293;Hombre; ;Móviles aleatorios;9.0;8.0;0.0;5.0;3.0
234;Catalunya;99995;Sí;Sí;Sí;Sí;Sí;99998;48;De 45 a 59 años;Postobligatorios profesionales;Hasta 10.000;Derecha;9;1;1;1;1;1;4383587;3;4;1;5;2;98;98;7;1;2;1;98;2;98.0;Bastante importantes;No sabe;No sabe;Tareas del hogar;Únicamente español;Pedro Sánchez;Votaría seguro;No sabe / No recuerda;1296;Mujer;No sabe;Móviles aleatorios;4.0;1.0;3.0;2.0;8.0
235;Madrid, Comunidad de;99995;Sí;Sí;Sí;Sí;Sí;28980;27;De 18 a 29 años;Obligatorios;De 100.001 a 500.000;Centro derecha;13;1;1;1;1;1;4384765;1;2;3;4;2;1;1;5;1;1;1;1;1;;Bastante importantes;PP;PP;Parado;Únicamente español;Pablo Casado;Votaría seguro;PP;1300;Hombre; ;Móviles aleatorios;5.0;2.0;0.0;4.0;0.0
236;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;23400;30;De 30 a 44 años;Postobligatorios profesionales;De 10.001 a 100.000;No sabe;1;1;1;1;1;1;4369858;2;4;2;98;3;97;97;1;3;97;4;97;1;97.0;Poco importantes;No votaría;Ninguno;Trabajador;Tan español como de su comunidad;Ninguno de estos;Seguro que no votaría;No votó;1307;Hombre;Ninguno;Móviles aleatorios;0.0;0.0;0.0;0.0;0.0
237;Catalunya;99995;Sí;Sí;Sí;Sí;Sí;8184;37;De 30 a 44 años;Universitarios;Hasta 10.000;Centro;9;1;1;1;1;1;4374954;2;5;1;3;2;98;4;1;3;4;1;4;2;4.0;Bastante importantes;No sabe;C's;Trabajador;Tan español como de su comunidad;Albert Rivera;Votaría seguro;C's;1310;Mujer;C's;Móviles aleatorios;2.0;5.0;5.0;9.0;7.0
238;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;29651;60;De 60 y más años;Obligatorios;De 10.001 a 100.000;Derecha;1;1;1;1;1;1;4368877;4;2;2;5;1;1;1;5;3;1;1;1;1;;Muy importantes;PP;PP;Parado;Tan español como de su comunidad;Pablo Casado;Votaría seguro;PP;1317;Hombre; ;Móviles aleatorios;7.0;10.0;3.0;4.0;2.0
239;Castilla y León;99995;Sí;Sí;Sí;Sí;Sí;9454;43;De 30 a 44 años;Postobligatorios profesionales;Hasta 10.000;Izquierda;7;1;1;1;1;1;4389420;2;4;1;1;4;2;2;5;3;14;1;1;1;;Nada importantes;PSOE;PSOE;Parado;Tan español como de su comunidad;Santiago Abascal;Votaría seguro;PP;1324;Hombre; ;Móviles aleatorios;6.0;4.0;3.0;4.0;4.0
240;Comunitat Valenciana;99995;Sí;Sí;Sí;Sí;Sí;3540;50;De 45 a 59 años;Universitarios;De 100.001 a 500.000;Centro derecha;10;1;1;1;1;1;4377769;3;5;3;4;1;1;1;1;1;1;1;1;2;;Muy importantes;PP;PP;Trabajador;Únicamente español;Pablo Casado;Votaría seguro;PP;1333;Mujer; ;Móviles aleatorios;8.0;10.0;0.0;9.0;1.0
241;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;4716;35;De 30 a 44 años;Universitarios;De 10.001 a 100.000;Centro izquierda;1;1;1;1;1;1;4374425;2;5;2;2;3;99;99;5;3;2;1;98;1;99.0;Poco importantes;No contesta;No contesta;Parado;Tan español como de su comunidad;Pedro Sánchez;Votaría seguro;No sabe / No recuerda;1336;Hombre;No contesta;Móviles aleatorios;0.0;3.0;3.0;2.0;3.0
242;Catalunya;99995;No;Sí;Sí;Sí;Sí;25001;19;De 18 a 29 años;Postobligatorios;De 100.001 a 500.000;Izquierda;9;2;1;1;1;1;4374632;1;3;3;1;2;7;7;8;4;5;98;97;1;;Bastante importantes;ERC;ERC;Estudiante;Más de su comunidad que español;Pablo Iglesias;No sabe;No votó;1337;Hombre; ;Móviles aleatorios;3.093561417800859;6.0;8.0;4.0;8.0
243;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;4004;63;De 60 y más años;Universitarios;De 100.001 a 500.000;Centro izquierda;1;1;1;1;1;1;4392210;4;5;3;2;2;98;99;6;3;2;1;99;2;99.0;Bastante importantes;No sabe;No contesta;Jubilado, pensionista;Tan español como de su comunidad;Pedro Sánchez;Votaría seguro;No contesta;1338;Mujer;No contesta;Móviles aleatorios;0.0;0.0;5.0;0.0;5.0
244;Catalunya;8019;Sí;Sí;Sí;Sí;Sí;8009;51;De 45 a 59 años;Universitarios;Más de 500.000;Centro izquierda;9;1;1;1;1;1;4391427;3;5;4;2;1;98;7;1;5;97;1;6;2;7.0;Muy importantes;No sabe;ERC;Trabajador;Únicamente de su comunidad;Ninguno de estos;Votaría seguro;CDC;1340;Mujer;ERC;Móviles aleatorios;3.0;0.0;6.0;2.0;6.0
245;Extremadura;99995;Sí;Sí;Sí;Sí;Sí;6370;73;De 60 y más años;Obligatorios;Hasta 10.000;No sabe;11;1;1;1;1;1;4385502;4;2;1;98;4;96;4;7;3;4;1;1;2;4.0;Nada importantes;En blanco;C's;Tareas del hogar;Tan español como de su comunidad;Albert Rivera;Votaría seguro;PP;1345;Mujer;C's;Móviles aleatorios;8.797266514806378;6.0;0.0;10.0;3.0
246;Asturias, Principado de;99995;No;Sí;Sí;Sí;Sí;33013;51;De 45 a 59 años;Postobligatorios profesionales;De 100.001 a 500.000;Derecha;3;2;1;1;1;1;4371875;3;4;3;5;4;2;2;1;1;2;1;1;2;;Nada importantes;PSOE;PSOE;Trabajador;Únicamente español;Pedro Sánchez;Votaría seguro;PP;1346;Mujer; ;Móviles aleatorios;3.093561417800859;4.0;3.0;5.0;6.0
247;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;11130;45;De 45 a 59 años;Universitarios;De 10.001 a 100.000;Derecha;1;1;1;1;1;1;4373044;3;5;2;5;1;14;14;1;3;14;1;1;1;;Muy importantes;Vox;Vox;Trabajador;Tan español como de su comunidad;Santiago Abascal;Votaría seguro;PP;1351;Hombre; ;Móviles aleatorios;5.0;5.0;0.0;5.0;0.0
248;Canarias;99995;Sí;Sí;Sí;Sí;Sí;38440;53;De 45 a 59 años;Obligatorios;Hasta 10.000;No contesta;5;1;1;1;1;1;4386752;3;2;1;99;1;99;98;1;5;99;1;99;2;98.0;Muy importantes;No contesta;No sabe;Trabajador;Únicamente de su comunidad;No contesta;Votaría seguro;No contesta;1358;Mujer;No sabe;Móviles aleatorios;6.0;10.0;8.0;1.0;0.0
249;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;21200;45;De 45 a 59 años;Postobligatorios;Hasta 10.000;Centro derecha;1;1;1;1;1;1;4389070;3;3;1;4;2;97;97;1;3;4;4;97;1;97.0;Bastante importantes;No votaría;Ninguno;Trabajador;Tan español como de su comunidad;Albert Rivera;Seguro que no votaría;No votó;1360;Hombre;Ninguno;Móviles aleatorios;4.0;5.0;4.0;6.0;5.0
250;Galicia;99995;No;Sí;Sí;Sí;Sí;36415;46;De 45 a 59 años;Postobligatorios;De 10.001 a 100.000;Derecha;12;2;1;1;1;1;4376091;3;3;2;5;1;98;1;1;3;5;1;98;1;1.0;Muy importantes;No sabe;PP;Trabajador;Tan español como de su comunidad;Pablo Iglesias;Votaría seguro;No sabe / No recuerda;1369;Hombre;PP;Móviles aleatorios;3.093561417800859;8.0;9.0;8.0;9.0
251;Navarra, Com. Foral de;99995;Sí;Sí;Sí;Sí;Sí;31016;28;De 18 a 29 años;Universitarios;De 100.001 a 500.000;Centro izquierda;15;1;1;1;1;1;4389908;1;5;3;2;3;98;95;1;3;2;3;95;1;95.0;Poco importantes;No sabe;Otro partido;Trabajador;Tan español como de su comunidad;Pedro Sánchez;Probablemente no votaría;Otro partido;1370;Hombre;Otro partido;Móviles aleatorios;0.0;0.0;0.0;0.0;5.0
252;País Vasco;99995;No;No;Sí;Sí;Sí;20400;20;De 18 a 29 años;Postobligatorios profesionales;De 10.001 a 100.000;Centro;16;2;2;1;1;1;4393503;1;4;2;3;2;2;2;1;2;5;2;97;1;;Bastante importantes;PSOE;PSOE;Trabajador;Más español que de su comunidad;Pablo Iglesias;Probablemente votaría;No votó;1372;Hombre; ;Móviles aleatorios;3.093561417800859;3.894485893630233;8.0;4.0;7.0
253;Canarias;99995;No;No;Sí;Sí;Sí;38108;33;De 30 a 44 años;Obligatorios;De 100.001 a 500.000;Derecha;5;2;2;1;1;1;4393129;2;2;3;5;3;97;97;1;5;2;4;97;1;97.0;Poco importantes;No votaría;Ninguno;Trabajador;Únicamente de su comunidad;Pedro Sánchez;Seguro que no votaría;No votó;1373;Hombre;Ninguno;Móviles aleatorios;3.093561417800859;3.894485893630233;5.0;5.0;5.0
254;Cantabria;99995;No;Sí;Sí;Sí;Sí;39626;67;De 60 y más años;Postobligatorios;Hasta 10.000;Centro;6;2;1;1;1;1;4373940;4;3;1;3;1;99;98;7;2;97;1;95;2;98.0;Muy importantes;No contesta;No sabe;Tareas del hogar;Más español que de su comunidad;Ninguno de estos;Votaría seguro;Otro partido;1375;Mujer;No sabe;Móviles aleatorios;3.093561417800859;4.0;5.0;5.0;5.0
255;Castilla y León;99995;Sí;Sí;Sí;Sí;Sí;34200;39;De 30 a 44 años;Postobligatorios profesionales;Hasta 10.000;Centro izquierda;7;1;1;1;1;1;4386805;2;4;1;2;1;2;2;1;1;2;1;2;2;;Muy importantes;PSOE;PSOE;Trabajador;Únicamente español;Pedro Sánchez;Votaría seguro;PSOE;1381;Mujer; ;Móviles aleatorios;4.0;6.0;5.0;7.0;7.0
256;Madrid, Comunidad de;99995;Sí;Sí;Sí;Sí;Sí;28600;69;De 60 y más años;Universitarios;De 10.001 a 100.000;Centro izquierda;13;1;1;1;1;1;4369274;4;5;2;2;1;2;2;6;1;2;1;2;1;;Muy importantes;PSOE;PSOE;Jubilado, pensionista;Únicamente español;Pedro Sánchez;Votaría seguro;PSOE;1397;Hombre; ;Móviles aleatorios;2.0;5.0;5.0;6.0;8.0
257;Andalucía;99995;No;Sí;Sí;Sí;Sí;23550;30;De 30 a 44 años;Postobligatorios profesionales;Hasta 10.000;Izquierda;1;2;1;1;1;1;4367481;2;4;1;1;2;98;2;1;3;2;1;2;2;2.0;Bastante importantes;No sabe;PSOE;Trabajador;Tan español como de su comunidad;Pedro Sánchez;Votaría seguro;PSOE;1402;Mujer;PSOE;Móviles aleatorios;3.093561417800859;5.0;5.0;3.0;6.0
258;Galicia;99995;Sí;Sí;Sí;Sí;Sí;15008;55;De 45 a 59 años;Postobligatorios profesionales;De 100.001 a 500.000;Centro izquierda;12;1;1;1;1;1;4377922;3;4;3;2;1;98;11;1;3;2;1;11;2;11.0;Muy importantes;No sabe;En marea;Trabajador;Tan español como de su comunidad;Pedro Sánchez;Votaría seguro;En marea;1406;Mujer;En marea;Móviles aleatorios;6.0;4.0;8.0;3.0;9.0
259;Galicia;99995;Sí;Sí;Sí;Sí;Sí;32005;40;De 30 a 44 años;Universitarios;De 100.001 a 500.000;Izquierda;12;1;1;1;1;1;4390598;2;5;3;1;1;2;2;1;3;2;1;2;2;;Muy importantes;PSOE;PSOE;Trabajador;Tan español como de su comunidad;Pedro Sánchez;Votaría seguro;PSOE;1421;Mujer; ;Móviles aleatorios;0.0;3.0;5.0;3.0;8.0
260;Extremadura;99995;No;Sí;Sí;No;Sí;6810;39;De 30 a 44 años;Obligatorios;Hasta 10.000;Derecha;11;2;1;1;2;1;4388395;2;2;1;5;3;1;1;1;3;97;1;2;2;;Poco importantes;PP;PP;Trabajador;Tan español como de su comunidad;Ninguno de estos;Votaría seguro;PSOE;1428;Mujer; ;Móviles aleatorios;3.093561417800859;5.0;0.0;4.454059863915515;9.0
261;País Vasco;99995;Sí;Sí;Sí;Sí;Sí;20400;73;De 60 y más años;Obligatorios;De 10.001 a 100.000;Izquierda;16;1;1;1;1;1;4388403;4;2;2;1;1;97;2;6;5;2;4;9;1;2.0;Muy importantes;No votaría;PSOE;Jubilado, pensionista;Únicamente de su comunidad;Pedro Sánchez;Seguro que no votaría;PNV;1433;Hombre;PSOE;Móviles aleatorios;0.0;0.0;4.0;0.0;4.0
262;Comunitat Valenciana;99995;Sí;Sí;Sí;Sí;Sí;46370;62;De 60 y más años;Obligatorios;De 10.001 a 100.000;Izquierda;10;1;1;1;1;1;4371830;4;2;2;1;1;2;2;6;3;2;1;2;1;;Muy importantes;PSOE;PSOE;Jubilado, pensionista;Tan español como de su comunidad;Pedro Sánchez;Votaría seguro;PSOE;1436;Hombre; ;Móviles aleatorios;0.0;5.0;5.0;5.0;8.0
263;Catalunya;99995;Sí;Sí;Sí;Sí;Sí;17600;36;De 30 a 44 años;Universitarios;De 10.001 a 100.000;Izquierda;9;1;1;1;1;1;4384067;2;5;2;1;2;8;8;1;3;5;1;97;1;;Bastante importantes;En Comú Podem;En Comú Podem;Trabajador;Tan español como de su comunidad;Pablo Iglesias;Votaría seguro;No votó;1437;Hombre; ;Móviles aleatorios;0.0;0.0;3.0;2.0;2.0
264;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;18200;49;De 45 a 59 años;Universitarios;De 10.001 a 100.000;Izquierda;1;1;1;1;1;1;4381202;3;5;2;1;1;98;2;1;3;2;1;5;1;2.0;Muy importantes;No sabe;PSOE;Trabajador;Tan español como de su comunidad;Pedro Sánchez;Votaría seguro;Unidos Podemos;1440;Hombre;PSOE;Móviles aleatorios;0.0;6.0;2.0;6.0;5.0
265;Catalunya;99995;Sí;Sí;Sí;Sí;Sí;17300;51;De 45 a 59 años;Obligatorios;De 10.001 a 100.000;Izquierda;9;1;1;1;1;1;4382256;3;2;2;1;1;2;2;1;3;2;1;8;2;;Muy importantes;PSOE;PSOE;Trabajador;Tan español como de su comunidad;Pedro Sánchez;Votaría seguro;En Comú Podem;1449;Mujer; ;Móviles aleatorios;0.0;0.0;4.0;4.0;8.0
266;Aragón;99995;Sí;Sí;Sí;Sí;Sí;22005;29;De 18 a 29 años;Universitarios;De 10.001 a 100.000;Centro;2;1;1;1;1;1;4380380;1;5;2;3;2;95;95;5;3;97;1;95;2;;Bastante importantes;Otro partido;Otro partido;Parado;Tan español como de su comunidad;Ninguno de estos;Votaría seguro;Otro partido;1456;Mujer; ;Móviles aleatorios;0.0;0.0;0.0;0.0;0.0
267;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;41920;24;De 18 a 29 años;Postobligatorios;De 10.001 a 100.000;Centro;1;1;1;1;1;1;4378841;1;3;2;3;2;4;4;8;3;4;1;4;2;;Bastante importantes;C's;C's;Estudiante;Tan español como de su comunidad;Albert Rivera;Votaría seguro;C's;1461;Mujer; ;Móviles aleatorios;0.0;3.0;4.0;9.0;6.0
268;Galicia;99995;Sí;Sí;Sí;Sí;Sí;27346;49;De 45 a 59 años;Obligatorios;Hasta 10.000;Izquierda;12;1;1;1;1;1;4392615;3;2;1;1;2;99;11;5;3;5;1;11;1;11.0;Bastante importantes;No contesta;En marea;Parado;Tan español como de su comunidad;Pablo Iglesias;Votaría seguro;En marea;1463;Hombre;En marea;Móviles aleatorios;8.797266514806378;7.656073808303434;8.0;7.53522554485555;5.0
269;Murcia, Región de;99995;Sí;Sí;Sí;Sí;Sí;30140;44;De 30 a 44 años;Postobligatorios profesionales;De 10.001 a 100.000;Centro;14;1;1;1;1;1;4382152;2;4;2;3;1;4;4;1;3;4;1;4;2;;Muy importantes;C's;C's;Trabajador;Tan español como de su comunidad;Albert Rivera;Votaría seguro;C's;1478;Mujer; ;Móviles aleatorios;3.0;7.0;4.0;8.0;3.0
270;Comunitat Valenciana;99995;No;No;Sí;Sí;Sí;99998;63;De 60 y más años;Obligatorios;Hasta 10.000;No sabe;10;2;2;1;1;1;4373263;4;2;1;98;1;98;98;5;3;96;1;97;2;98.0;Muy importantes;No sabe;No sabe;Parado;Tan español como de su comunidad;Indiferente;Votaría seguro;No votó;1485;Mujer;No sabe;Móviles aleatorios;3.093561417800859;3.894485893630233;6.417505030181086;7.53522554485555;7.00701051577366
271;Catalunya;8019;Sí;Sí;Sí;Sí;Sí;8012;49;De 45 a 59 años;Universitarios;Más de 500.000;Centro derecha;9;1;1;1;1;1;4370659;3;5;4;4;2;99;6;1;4;97;1;6;2;6.0;Bastante importantes;No contesta;PDECat;Trabajador;Más de su comunidad que español;Ninguno de estos;Votaría seguro;CDC;1497;Mujer;PDECat;Móviles aleatorios;0.0;0.0;0.0;0.0;0.0
272;Madrid, Comunidad de;28079;Sí;Sí;Sí;Sí;Sí;28039;57;De 45 a 59 años;Postobligatorios;Más de 500.000;Derecha;13;1;1;1;1;1;4388855;3;3;4;5;1;14;14;1;1;1;1;1;1;;Muy importantes;Vox;Vox;Trabajador;Únicamente español;Pablo Casado;Votaría seguro;PP;1502;Hombre; ;Móviles aleatorios;8.0;8.0;0.0;7.0;0.0
273;Castilla y León;99995;No;Sí;Sí;Sí;Sí;37338;36;De 30 a 44 años;Postobligatorios profesionales;Hasta 10.000;Centro izquierda;7;2;1;1;1;1;4379616;2;4;1;2;2;2;2;1;3;97;1;2;2;;Bastante importantes;PSOE;PSOE;Trabajador;Tan español como de su comunidad;Ninguno de estos;Votaría seguro;PSOE;1505;Mujer; ;Móviles aleatorios;3.093561417800859;0.0;0.0;5.0;5.0
274;Castilla - la Mancha;99995;Sí;Sí;Sí;Sí;Sí;13600;28;De 18 a 29 años;Postobligatorios;De 10.001 a 100.000;Izquierda;8;1;1;1;1;1;4385391;1;3;2;1;2;5;5;8;3;97;1;5;1;;Bastante importantes;Unidos Podemos;Unidos Podemos;Estudiante;Tan español como de su comunidad;Ninguno de estos;Votaría seguro;Unidos Podemos;1523;Hombre; ;Móviles aleatorios;1.0;2.0;6.0;2.0;4.0
275;Madrid, Comunidad de;28079;Sí;Sí;Sí;Sí;Sí;28044;69;De 60 y más años;Universitarios;Más de 500.000;Centro izquierda;13;1;1;1;1;1;4370969;4;5;4;2;2;2;2;6;3;2;1;2;1;;Bastante importantes;PSOE;PSOE;Jubilado, pensionista;Tan español como de su comunidad;Pedro Sánchez;Votaría seguro;PSOE;1524;Hombre; ;Móviles aleatorios;0.0;0.0;6.0;0.0;7.0
276;Madrid, Comunidad de;99995;Sí;Sí;Sí;Sí;Sí;28660;84;De 60 y más años;Postobligatorios;De 10.001 a 100.000;Centro;13;1;1;1;1;1;4374433;4;3;2;3;1;1;1;6;3;1;1;1;2;;Muy importantes;PP;PP;Jubilado, pensionista;Tan español como de su comunidad;Pablo Casado;Votaría seguro;PP;1526;Mujer; ;Móviles aleatorios;5.0;8.0;0.0;7.0;0.0
277;Extremadura;99995;Sí;Sí;Sí;Sí;Sí;10004;60;De 60 y más años;Postobligatorios;De 10.001 a 100.000;Centro;11;1;1;1;1;1;4388464;4;3;2;3;1;4;4;1;1;4;1;1;2;;Muy importantes;C's;C's;Trabajador;Únicamente español;Albert Rivera;Votaría seguro;PP;1527;Mujer; ;Móviles aleatorios;7.0;6.0;2.0;7.0;3.0
278;Comunitat Valenciana;99995;Sí;Sí;Sí;Sí;Sí;3300;18;De 18 a 29 años;Postobligatorios;De 10.001 a 100.000;Centro izquierda;10;1;1;1;1;1;4381113;1;3;2;2;2;13;13;8;1;5;1;97;1;;Bastante importantes;Compromís + Podemos + IU;Compromís + Podemos + IU;Estudiante;Únicamente español;Pablo Iglesias;Votaría seguro;No votó;1528;Hombre; ;Móviles aleatorios;4.0;7.656073808303434;7.0;4.0;3.0
279;Comunitat Valenciana;99995;No;Sí;Sí;Sí;Sí;3130;33;De 30 a 44 años;Obligatorios;De 10.001 a 100.000;No sabe;10;2;1;1;1;1;4385134;2;2;2;98;3;1;1;1;1;1;1;1;2;;Poco importantes;PP;PP;Trabajador;Únicamente español;Pablo Casado;Votaría seguro;PP;1532;Mujer; ;Móviles aleatorios;3.093561417800859;5.0;5.0;5.0;5.0
280;Aragón;50297;Sí;Sí;Sí;Sí;Sí;50017;45;De 45 a 59 años;Postobligatorios profesionales;Más de 500.000;Derecha;2;1;1;1;1;1;4381718;3;4;4;5;1;14;14;1;3;14;1;2;1;;Muy importantes;Vox;Vox;Trabajador;Tan español como de su comunidad;Santiago Abascal;Votaría seguro;PSOE;1536;Hombre; ;Móviles aleatorios;5.0;2.0;3.0;2.0;3.0
281;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;41710;36;De 30 a 44 años;Obligatorios;De 10.001 a 100.000;Derecha;1;1;1;1;1;1;4368567;2;2;2;5;1;14;14;1;3;14;1;1;1;;Muy importantes;Vox;Vox;Trabajador;Tan español como de su comunidad;Santiago Abascal;Votaría seguro;PP;1545;Hombre; ;Móviles aleatorios;10.0;8.0;0.0;8.0;0.0
282;Madrid, Comunidad de;99995;Sí;Sí;Sí;Sí;Sí;28982;62;De 60 y más años;Obligatorios;De 100.001 a 500.000;Derecha;13;1;1;1;1;1;4392425;4;2;3;5;1;14;14;1;3;1;1;1;1;;Muy importantes;Vox;Vox;Trabajador;Tan español como de su comunidad;Pablo Casado;Votaría seguro;PP;1548;Hombre; ;Móviles aleatorios;9.0;8.0;0.0;6.0;1.0
283;Castilla y León;99995;Sí;Sí;Sí;Sí;Sí;24300;83;De 60 y más años;Universitarios;Hasta 10.000;Derecha;7;1;1;1;1;1;4386978;4;5;1;5;1;1;1;6;1;1;1;1;1;;Muy importantes;PP;PP;Jubilado, pensionista;Únicamente español;Pablo Casado;Votaría seguro;PP;1557;Hombre; ;Móviles aleatorios;8.797266514806378;8.0;0.0;7.53522554485555;0.0
284;Madrid, Comunidad de;99995;Sí;Sí;Sí;Sí;Sí;28919;40;De 30 a 44 años;Universitarios;De 100.001 a 500.000;Izquierda;13;1;1;1;1;1;4382498;2;5;3;1;4;5;5;1;1;5;2;5;1;;Nada importantes;Unidos Podemos;Unidos Podemos;Trabajador;Únicamente español;Pablo Iglesias;Probablemente votaría;Unidos Podemos;1559;Hombre; ;Móviles aleatorios;1.0;0.0;5.0;2.0;5.0
285;Madrid, Comunidad de;99995;Sí;Sí;Sí;Sí;Sí;28925;60;De 60 y más años;Universitarios;De 100.001 a 500.000;Centro;13;1;1;1;1;1;4371280;4;5;3;3;2;98;97;5;2;97;1;4;2;97.0;Bastante importantes;No sabe;Ninguno;Parado;Más español que de su comunidad;Ninguno de estos;Votaría seguro;C's;1560;Mujer;Ninguno;Móviles aleatorios;5.0;5.0;5.0;6.0;4.0
286;Asturias, Principado de;99995;Sí;Sí;Sí;Sí;Sí;33937;61;De 60 y más años;Postobligatorios;De 10.001 a 100.000;Centro derecha;3;1;1;1;1;1;4375894;4;3;2;4;1;1;1;1;1;1;1;1;1;;Muy importantes;PP;PP;Trabajador;Únicamente español;Pablo Casado;Votaría seguro;PP;1572;Hombre; ;Móviles aleatorios;5.0;5.0;0.0;5.0;0.0
